id,Nome Cargo,Senioridade,Setor,Criado_em,Upload_em
27f6c15e-b4e6-4f54-a2b6-286ffb45804e,Topógrafo,PLENO,Administrativo,01-30-2023,01-30-2023
54845853-2ca7-49ec-96b2-c15ebbee310b,Artista plástico,PLENO,RH,01-30-2023,01-30-2023
b0ddb254-94f4-45e1-a88f-85968a814d70,Psicopedagogo,PLENO,Vendas,01-30-2023,01-30-2023
a6c99cbe-fa4c-4a04-a57d-3f082ca21f0d,Engenheiro petroquímico,PLENO,Vendas,01-30-2023,01-30-2023
68747764-47ec-4f3a-84fa-6fe00dafc9cc,Recreador,PLENO,Vendas,01-30-2023,01-30-2023
a545a91c-7bf0-46af-8f63-d2028a630586,Chaveiro,PLENO,RH,01-30-2023,01-30-2023
3e74bb23-a8d8-4431-ab7f-5217af88eced,Ambulante,PLENO,Vendas,01-30-2023,01-30-2023
fd70d8d6-7f9d-4c30-9c3a-bab0a287d001,Bailarina,PLENO,Marketing,01-30-2023,01-30-2023
649a2d31-c068-4d18-989b-0e999de7252b,Líder comunitário,PLENO,Administrativo,01-30-2023,01-30-2023
84e3195d-f499-41a9-a6f9-0406baa33357,Guincheiro,PLENO,Vendas,01-30-2023,01-30-2023
454a2097-d861-40cc-8af1-a206e0fa7b77,Tecnólogo em negócios imobiliários,PLENO,Marketing,01-30-2023,01-30-2023
a5583fd9-6432-4ea1-b806-2073f23123d2,Representante comercial,PLENO,RH,01-30-2023,01-30-2023
2b5aac20-6191-4a9e-9cc6-60c20a14a35e,Baixista,PLENO,TI,01-30-2023,01-30-2023
548ef73a-0077-4ed8-a4b2-ddc285941d29,Produtor de eventos,PLENO,Marketing,01-30-2023,01-30-2023
02544e51-50ed-4427-b67b-65b9d589827d,Corretor de imóveis,PLENO,TI,01-30-2023,01-30-2023
7e388962-67f9-49e5-b8b7-c8a4b3b78de2,Biblioteconomista,PLENO,Administrativo,01-30-2023,01-30-2023
5d71b8bd-1e76-4297-ad55-742783f31c42,Ambulante,PLENO,Vendas,01-30-2023,01-30-2023
f05ec6e6-831f-4f8a-91f1-797b455e734b,Diretor de cinema,PLENO,RH,01-30-2023,01-30-2023
59228ec0-dcd3-4c23-99b7-b58fb3626a27,Músico,PLENO,RH,01-30-2023,01-30-2023
97c6184c-1dd0-47d3-8587-959c02955f95,Dogueiro,PLENO,Administrativo,01-30-2023,01-30-2023
64bdcd63-200e-4467-be76-cb43f995beca,Contábil,PLENO,RH,01-30-2023,01-30-2023
835362c1-eed7-4ca1-90b7-08f74361ad79,Programador,PLENO,Administrativo,01-30-2023,01-30-2023
7d7c8ab0-9835-44ea-8544-4f2b39216513,Comandante,PLENO,Vendas,01-30-2023,01-30-2023
5c48c1e5-7cf4-43f4-b229-020b778cd065,Astrônomo,PLENO,Marketing,01-30-2023,01-30-2023
f94a2049-4378-4f98-8c50-ef5e03a09b8c,Cobaia Médica,PLENO,TI,01-30-2023,01-30-2023
c8fe3f28-9f00-4d36-94f6-91b7e10d52c1,Profissional de informática,PLENO,Marketing,01-30-2023,01-30-2023
a8f75d77-5701-4459-8464-fbe2a567e213,Telefonista,PLENO,TI,01-30-2023,01-30-2023
83ca44f5-1827-45da-bab0-dc1d905b8e97,Embalador,PLENO,RH,01-30-2023,01-30-2023
b8474faf-9ea4-4767-81b6-11d08b1764f2,Ilustrador,PLENO,Marketing,01-30-2023,01-30-2023
16338cd9-9b12-4413-b15f-39cf150bb748,Tecnólogo em negócios imobiliários,PLENO,Administrativo,01-30-2023,01-30-2023
3e1bf818-d34c-402a-a4f0-1069403eac14,Secretária,PLENO,TI,01-30-2023,01-30-2023
c8e79e2f-11c0-4203-b700-048c7b39c96e,Psicólogo,PLENO,Marketing,01-30-2023,01-30-2023
21072698-81e4-40cf-af4a-03953c27e906,Bibliotecário,PLENO,Administrativo,01-30-2023,01-30-2023
ecdc46c3-0fc2-493b-8afc-78e626657733,Ministro,PLENO,Marketing,01-30-2023,01-30-2023
6e7b4012-7d44-45f0-a3b6-b89f14cc5b1f,Lamboteiro,PLENO,TI,01-30-2023,01-30-2023
16a55df3-c41e-44ae-b2f4-be83ca87da81,Cenógrafo,PLENO,RH,01-30-2023,01-30-2023
28a573aa-f9e0-43c6-be7d-1013093ee072,Produtor de eventos,PLENO,Marketing,01-30-2023,01-30-2023
98deed0c-9ae9-47f9-b085-5919ae8f44da,Lavador de veículos,PLENO,Vendas,01-30-2023,01-30-2023
82abfa01-fa8b-44bf-a760-b153a58f4546,Astrólogo,PLENO,Administrativo,01-30-2023,01-30-2023
917bee5a-2c87-41b5-b0ff-c85c76829e3a,Assistente administrativo,PLENO,Administrativo,01-30-2023,01-30-2023
bf4fadab-75c4-46f3-b155-d45708507735,Enólogo,PLENO,Vendas,01-30-2023,01-30-2023
8675f55c-dea0-4612-9d93-d000bf54a714,Topógrafo,PLENO,Vendas,01-30-2023,01-30-2023
692e4884-e87d-4de6-9cc2-5c0c4390f375,Tapeceiro,PLENO,RH,01-30-2023,01-30-2023
85421be7-5aa3-4723-bc73-b47b5b530e99,Pizzaiolo,PLENO,TI,01-30-2023,01-30-2023
8d395223-10a5-480c-b59b-6256298489f5,Ascensorista,PLENO,Administrativo,01-30-2023,01-30-2023
2af23a42-88d5-4661-b453-c22b349ac080,Engenheiro de som,PLENO,TI,01-30-2023,01-30-2023
f3979919-4ea8-417f-b439-4d5074ea3373,Costureira,PLENO,RH,01-30-2023,01-30-2023
53803bcf-8bdd-45fe-a198-ad94070e6be2,Cientista,PLENO,Marketing,01-30-2023,01-30-2023
fb07807e-0efe-49ba-ba16-5940fde13d51,Microfonista,PLENO,RH,01-30-2023,01-30-2023
848a47da-f4ec-48a5-86e7-c1fa32deb7a5,Corregedor de justiça,PLENO,RH,01-30-2023,01-30-2023
25b459c3-f595-47de-8577-e22d5d496890,Tecnólogo em papel e celulose,PLENO,Marketing,01-30-2023,01-30-2023
ff79c370-249d-4cc2-8682-4a0b7e02082b,Astrônomo,PLENO,Administrativo,01-30-2023,01-30-2023
c989d753-6866-496d-9043-1f4d0c8b7b65,Frentista,PLENO,Marketing,01-30-2023,01-30-2023
d55c9391-d4de-4aba-a073-8e2514b5f728,Projetista mecânico,PLENO,TI,01-30-2023,01-30-2023
7ed647ac-e6fd-4d34-bf9c-3185755835d4,Corredor de atletismo,PLENO,Vendas,01-30-2023,01-30-2023
30050fce-df82-4dc8-a56a-d3c38b817b1c,Biólogo,PLENO,TI,01-30-2023,01-30-2023
12f958ff-b733-499f-82fe-88542fba0da5,Conferente de carga e descarga,PLENO,Vendas,01-30-2023,01-30-2023
d5f4b387-c901-42c1-9bf7-985ba1a76469,Químico,PLENO,Administrativo,01-30-2023,01-30-2023
573d6d97-aa63-47f6-9630-4b106fdcfbe3,Dedetizador,PLENO,RH,01-30-2023,01-30-2023
0e137971-cbc6-463e-9cd0-b82c684a84d5,Gestor ambiental,PLENO,Administrativo,01-30-2023,01-30-2023
30e89c48-97cd-4a33-ab50-a757fedee6aa,Profissional de hotelaria,PLENO,Vendas,01-30-2023,01-30-2023
d66106e3-d53f-4f9c-b20a-ac96e5449283,Leiteiro,PLENO,Vendas,01-30-2023,01-30-2023
f8bfe2ee-9c21-4391-a497-1d682b2eb17f,Massoterapeuta,PLENO,Administrativo,01-30-2023,01-30-2023
de38c771-42c1-4922-9d5f-1501d5978b45,Estivador,PLENO,Vendas,01-30-2023,01-30-2023
5bc4f734-1ce6-44d1-8e3c-ca01c028d7d3,Contábil,PLENO,TI,01-30-2023,01-30-2023
7d744429-b61b-4717-b4e1-edcd607ad415,Cabeleireiro,PLENO,RH,01-30-2023,01-30-2023
a615713d-b96a-4e09-ad79-dda9b7d953d0,Lixeiro/Coletor de lixo,PLENO,TI,01-30-2023,01-30-2023
92fef3ba-ac9c-4764-90f0-a7cbe2391e30,Técnico em edificações,PLENO,Marketing,01-30-2023,01-30-2023
2bca5895-b4a2-4ac8-a647-c5ac95847a99,Tecnólogo em recursos pesqueiros,PLENO,Vendas,01-30-2023,01-30-2023
b07ba0ec-0ba2-4e7b-8702-fc5fac291e80,Montador,PLENO,RH,01-30-2023,01-30-2023
e2525458-2c56-468c-90bc-23f3267f5c4d,Carteiro,PLENO,Administrativo,01-30-2023,01-30-2023
0955f615-cbdc-40ed-8d6b-e60f6c7d3307,Profissional de informática,PLENO,Vendas,01-30-2023,01-30-2023
112449e6-e9a7-4b37-acc8-e84e718daf2a,Vendedor,PLENO,RH,01-30-2023,01-30-2023
48e3cc22-c77d-4f7b-8cc9-fc0880925ff3,Optometrista,PLENO,Vendas,01-30-2023,01-30-2023
6904db56-f861-49d9-a51a-d498396f4272,Comandante,PLENO,TI,01-30-2023,01-30-2023
4ffd8964-f13d-405d-8882-4359a498441b,Assistente social,PLENO,TI,01-30-2023,01-30-2023
82bcb076-ee10-4040-9f4c-162e330c3667,Técnico em radiologia,PLENO,Vendas,01-30-2023,01-30-2023
e9151d47-b29f-4d38-908a-c921e80baad0,Tapeceiro,PLENO,RH,01-30-2023,01-30-2023
e2aff52b-d16f-4f7f-b283-ac1084019997,Plastimodelista,PLENO,Marketing,01-30-2023,01-30-2023
5768496f-6b9c-4297-9535-568d0e751db9,Defensor Público,PLENO,Vendas,01-30-2023,01-30-2023
c4a6b0af-5626-46e7-a7cb-92a0683b4a50,Designer de moda,PLENO,Marketing,01-30-2023,01-30-2023
1dc7f7b6-980b-4df5-92d6-1170aa946bd0,Continuista,PLENO,RH,01-30-2023,01-30-2023
57eb50fc-c284-4666-ab41-dd5cc56dfdc3,Técnico em tratamento de água,PLENO,RH,01-30-2023,01-30-2023
265df65f-0c43-4458-8e03-f259a3dedfb4,Produtor de eventos,PLENO,Marketing,01-30-2023,01-30-2023
58d680dc-6d60-42db-9406-d834e5475f1a,Engenheiro de produto ou produção,PLENO,Marketing,01-30-2023,01-30-2023
d34d5727-84b5-4aa6-9cbf-8f894ae4ab00,Continuista,PLENO,Vendas,01-30-2023,01-30-2023
480c813e-5faf-411b-96ae-6a861d0a0af6,Senador,PLENO,Marketing,01-30-2023,01-30-2023
335e9ba0-a3c4-4bb7-b827-a053a1747f5e,Digitador,PLENO,Marketing,01-30-2023,01-30-2023
8ca283e4-6880-441b-8225-16bfcd21cbf6,Torreiro/Torrista,PLENO,RH,01-30-2023,01-30-2023
3faf91a5-8c83-4d99-982d-71b87bb7486d,Contra regra,PLENO,Marketing,01-30-2023,01-30-2023
25584b2b-9bc6-46b7-8d0c-e620b09f54df,Sacoleira,PLENO,RH,01-30-2023,01-30-2023
d5ff2250-fbba-445d-8179-db380c62758f,Engenheiro de projetos,PLENO,Administrativo,01-30-2023,01-30-2023
c4175f84-8a35-4adc-a17d-7ce7912bf81a,Técnico em rede,PLENO,Administrativo,01-30-2023,01-30-2023
20f5673e-668b-416b-9d49-b62a940c43dd,Afiador de ferramentas,PLENO,Marketing,01-30-2023,01-30-2023
25fb44c8-9f13-43ff-9dd2-634fab9b2add,Lavador,PLENO,TI,01-30-2023,01-30-2023
aebb27bc-6f4a-4125-9bb9-b410a4fc1f4d,Cancerologista ou Oncologista,PLENO,Marketing,01-30-2023,01-30-2023
4a45d375-01ca-4fc6-bbc3-b9eed178cdd5,Diarista,PLENO,TI,01-30-2023,01-30-2023
6a091001-a459-4b2c-afbe-472972789c5b,Turismólogo,PLENO,Vendas,01-30-2023,01-30-2023
126ff911-fbe2-47f3-bbc7-3b57abaa628e,Moldador,PLENO,Administrativo,01-30-2023,01-30-2023
852d3178-4cbf-4e49-8937-f336b184161b,Mecânico de vôo,PLENO,Marketing,01-30-2023,01-30-2023
e6f531a5-dde6-49ee-b3d1-f20d97daa94c,Pneumologista,PLENO,Vendas,01-30-2023,01-30-2023
22f12f59-5918-4c14-9a1b-a803b66f4e87,Florista,PLENO,Vendas,01-30-2023,01-30-2023
41109408-acd2-4e0b-9791-b81f933be85f,Gerente de inovações ou novos negócios,PLENO,Administrativo,01-30-2023,01-30-2023
7ad55afd-39aa-478e-94db-14de3dfaf9fe,Revendedor,PLENO,Marketing,01-30-2023,01-30-2023
eedebf5b-ca6c-40c5-934c-08c8df9c65b0,Repórter,PLENO,Administrativo,01-30-2023,01-30-2023
2b4e7b58-b352-4693-8378-44f106411157,Cientista da informação e documentação,PLENO,Administrativo,01-30-2023,01-30-2023
0d2e84bd-87ee-41e5-b5f3-96d630d4fa49,Velejador,PLENO,TI,01-30-2023,01-30-2023
f041934c-b178-4dbb-94d7-c522e97cac67,Intérprete,PLENO,Administrativo,01-30-2023,01-30-2023
bd2acca3-4e71-42c4-86bf-1de0c2433000,Serventuário,PLENO,Vendas,01-30-2023,01-30-2023
94f4e47d-fdd7-4cc4-9d52-dd6b3f7e672d,Dermatologista,PLENO,Vendas,01-30-2023,01-30-2023
a7f11874-75b3-46db-a8d5-9d9dac98410a,Cabo,PLENO,Vendas,01-30-2023,01-30-2023
9a505321-3446-4cd7-864e-054d35a17b2f,Auxiliar de serviços gerais,PLENO,RH,01-30-2023,01-30-2023
86c6741e-68c0-491e-88ff-6e4bba160ae7,Plastimodelista,PLENO,Administrativo,01-30-2023,01-30-2023
ae4dc4c3-9804-46fe-b051-c8d5b84a3b28,Guitarrista,PLENO,Administrativo,01-30-2023,01-30-2023
335d4816-c2fe-4c9f-b8bf-b1298ac33def,Repórter,PLENO,TI,01-30-2023,01-30-2023
f27bceb7-dc5e-4361-88e0-9e9f2cb426af,Profissional de efeitos especiais,PLENO,TI,01-30-2023,01-30-2023
0497eb00-aed0-4649-b1c1-bb464f81dc77,Empacotador,PLENO,Administrativo,01-30-2023,01-30-2023
8338cdd1-bd27-437c-a0cf-50404aa2187f,Podólogo,PLENO,Marketing,01-30-2023,01-30-2023
44db4f23-c04a-4559-9202-910e0707d55e,Veterinário,PLENO,TI,01-30-2023,01-30-2023
56f8cae0-1cbb-4016-b950-ffcabfd3c47c,Baterista,PLENO,Administrativo,01-30-2023,01-30-2023
02425100-6d29-4c2b-be41-dbfcce76a966,Promotor público/de justiça,PLENO,Administrativo,01-30-2023,01-30-2023
e4dbfa06-94cc-4148-b4e8-ec96c4b33b91,Empregado doméstico,PLENO,Administrativo,01-30-2023,01-30-2023
17e261f7-385c-484b-bc55-2a88c553d008,Escrivão,PLENO,Vendas,01-30-2023,01-30-2023
a7c160e5-da5b-4d25-a002-b7881075a844,Psiquiatra,PLENO,TI,01-30-2023,01-30-2023
85064f6a-0da4-49f3-8ff2-dab23d4de51c,Epidemiólogo,PLENO,Marketing,01-30-2023,01-30-2023
fe84a0e0-f7a8-402e-9aeb-470740743cdb,Profissional de informática,PLENO,Vendas,01-30-2023,01-30-2023
45cb8aef-73c2-4cee-a715-d98f2e9b8b42,Carnavalesco,PLENO,RH,01-30-2023,01-30-2023
391de0cc-b1fb-4404-88bf-35bb3ca38295,Separador,PLENO,Vendas,01-30-2023,01-30-2023
09755dd8-9e89-4a30-aece-cb6753187d56,Petroleiro,PLENO,Marketing,01-30-2023,01-30-2023
55a58d1d-e602-48c9-b8e7-36dfd4926593,Tintureiro,PLENO,Marketing,01-30-2023,01-30-2023
d40a94ce-7d57-4e1b-9828-3e0a5b1dbae5,Carteiro,PLENO,RH,01-30-2023,01-30-2023
68edb4f0-2617-47ed-8511-859a70e46fb1,Comandante,PLENO,Marketing,01-30-2023,01-30-2023
600b75e5-f2db-470c-b7db-99ba5bbb3cd1,Zootecnista,PLENO,Administrativo,01-30-2023,01-30-2023
c22900ce-7bfc-4596-8aac-28dfc5f283f0,Editor de mesa de corte,PLENO,Marketing,01-30-2023,01-30-2023
21f7ad67-a19c-4f8a-93ee-6be742b224ad,Notário,PLENO,Marketing,01-30-2023,01-30-2023
da612bf0-ff54-409a-85bf-6e3b257c9bbf,Radialista programador,PLENO,Administrativo,01-30-2023,01-30-2023
b2059520-91d0-418e-bad2-e1209046674a,Retificador,PLENO,TI,01-30-2023,01-30-2023
21e0d306-6b66-40bb-b3b8-df13da4450cd,Perfusionista,PLENO,Administrativo,01-30-2023,01-30-2023
e7dc7d43-6ab7-4baa-83c7-3cf126ece9a0,Intérprete e tradutor de língua de sinais,PLENO,TI,01-30-2023,01-30-2023
51bb3d67-8c3e-46e0-bfc8-001627883abc,Engenheiro de petróleo,PLENO,Marketing,01-30-2023,01-30-2023
c21122cf-26f1-404f-965a-cff6ed2a2a70,Cancerologista ou Oncologista,PLENO,TI,01-30-2023,01-30-2023
b54b59dc-3883-421c-90a3-385f98b23111,Protético dentário,PLENO,Vendas,01-30-2023,01-30-2023
fa1c8b5e-58e7-45f3-97be-2f158be1ebca,Advogado,PLENO,RH,01-30-2023,01-30-2023
07c008e9-6b1d-4661-acff-b768a8f59199,Tecnólogo em tecnologia da madeira,PLENO,RH,01-30-2023,01-30-2023
81ed1b50-ef22-4e51-9f8b-fc26767068d3,Mecânico,PLENO,TI,01-30-2023,01-30-2023
de68461d-885d-4622-8fb6-31689ce7d18a,Assistente administrativo,PLENO,RH,01-30-2023,01-30-2023
41db675c-d9d4-4eef-b9ee-08eec7b13cb7,Capitão,PLENO,Marketing,01-30-2023,01-30-2023
fb242759-60af-49c4-a084-ccf33b8ec911,Timoneiro,PLENO,Vendas,01-30-2023,01-30-2023
96c8682d-933d-4f1b-a98c-81e1920c1276,Supervisor,PLENO,RH,01-30-2023,01-30-2023
cd713938-bd24-426a-8d4d-0ec713ba93e3,Radiooperador de vôo,PLENO,Marketing,01-30-2023,01-30-2023
46df75ce-00b0-405c-987f-4a32dd7290fe,Tecnólogo em irrigação e drenagem,PLENO,Marketing,01-30-2023,01-30-2023
7476eda4-bb1a-49a9-9d9a-85d8369f15d6,Fisiculturista,PLENO,TI,01-30-2023,01-30-2023
8c616849-c3d3-42f3-a770-2fd2690f77a5,Cenógrafo,PLENO,Marketing,01-30-2023,01-30-2023
8b3f0275-01a3-4f13-a294-873cde932cee,Agrimensor,PLENO,Vendas,01-30-2023,01-30-2023
c92f4cea-a032-4da3-9849-112f7cf9dab6,Gastrônomo,PLENO,Marketing,01-30-2023,01-30-2023
0e2c3ce7-4c4c-4419-a8b2-8f1cc6f1887b,Professor,PLENO,Vendas,01-30-2023,01-30-2023
f9c48e1d-fe5c-4d1c-9e7f-0414367c0636,Bombeiro,PLENO,Marketing,01-30-2023,01-30-2023
8ae00b33-8ce8-4b10-bee1-d6d11070e6c2,Cobrador de pedágio,PLENO,Administrativo,01-30-2023,01-30-2023
5b642f22-c4c1-4154-943c-9375c28a4bdf,Economista,PLENO,TI,01-30-2023,01-30-2023
5bdd11bf-0d77-46e4-a986-4e66dcd2f647,Farmacêutico,PLENO,Administrativo,01-30-2023,01-30-2023
b25dbd50-dd63-463c-81de-806139b414f5,Necromaquiador,PLENO,Administrativo,01-30-2023,01-30-2023
2fe724c9-e385-44a2-a1aa-434bf66051ba,Repórter,PLENO,Marketing,01-30-2023,01-30-2023
702393e3-5045-4881-8e9e-04421e0a96fe,Engenheiro de produto ou produção,PLENO,RH,01-30-2023,01-30-2023
c717187d-8ea9-4c59-9f5d-13a0d5d02dc1,Guarda ou policial rodoviário,PLENO,Marketing,01-30-2023,01-30-2023
4323b6fc-f456-4ff6-88ed-4e0e5fef7b00,Produtor de audio visual,PLENO,RH,01-30-2023,01-30-2023
7f6bb4d0-7971-4d65-bac7-2f6370a9b61d,Triatleta,PLENO,Marketing,01-30-2023,01-30-2023
1318f3c9-cf49-467c-b225-6021ea91dcfe,Psiquiatra,PLENO,TI,01-30-2023,01-30-2023
c3bba990-3e2c-42df-9946-a8ca47685419,Engenheiro de iluminação,PLENO,Marketing,01-30-2023,01-30-2023
a1232200-3798-4774-a05b-46e0c23f4004,Militar da Marinha,PLENO,Administrativo,01-30-2023,01-30-2023
728aa616-0a87-4915-af2d-9da4e329ba56,Ferreiro,PLENO,Administrativo,01-30-2023,01-30-2023
cbabb518-c52c-4a8d-b91f-8f803c205e87,Tecnólogo em Ciências das plantas medicinais,PLENO,Marketing,01-30-2023,01-30-2023
c3d678bc-a3cb-4cb9-b02b-c6db51bbdb06,Astrofísico,PLENO,Administrativo,01-30-2023,01-30-2023
b68cbd6d-4fe2-49ee-b5f1-24480d81201d,Catador de material reciclável,PLENO,TI,01-30-2023,01-30-2023
d9f3166c-71d2-4e91-a22f-18c7a08b36fd,Ginasta rítmica,PLENO,RH,01-30-2023,01-30-2023
86fdb5ac-1b2e-42b3-baa1-7eaada3f766a,Diarista,PLENO,RH,01-30-2023,01-30-2023
0970291c-2445-42a1-98d1-f8d2b8618ecb,Cientista social,PLENO,Administrativo,01-30-2023,01-30-2023
f36719e8-4726-4b87-b87d-8b2ec635d182,Médico,PLENO,Marketing,01-30-2023,01-30-2023
bd90ad99-8a8a-4cfd-b08c-95d832844fb0,Astrônomo,PLENO,RH,01-30-2023,01-30-2023
c2492bba-4a90-434d-b694-b762220514c5,Cadeirinha,PLENO,Marketing,01-30-2023,01-30-2023
7c7289a4-953b-4e68-a9ab-cef17005a332,Profissional de recursos humanos,PLENO,Vendas,01-30-2023,01-30-2023
74566998-bd80-4a4c-8648-3e654cbc28c8,Radiooperador de vôo,PLENO,Vendas,01-30-2023,01-30-2023
02812abf-6fd9-43bf-9a53-481aa007bcdc,Agrimensor,PLENO,Vendas,01-30-2023,01-30-2023
bf480e81-d2a0-406c-a20d-c4ea1b02db39,Atleta de nado sincronizado,PLENO,TI,01-30-2023,01-30-2023
e4aed91f-2f36-401f-a894-6f7cc26cbd92,Técnico tributarista,PLENO,RH,01-30-2023,01-30-2023
c5f1a15b-deec-4485-a81c-bfb34f6b45ba,Cadeirinha,PLENO,Administrativo,01-30-2023,01-30-2023
961f3c90-ea63-4cd8-bb2c-b8ffd7da80c8,Ortoptista,PLENO,TI,01-30-2023,01-30-2023
772d6db4-b47a-4fd0-976d-603925a0b911,Jogador de golfe,PLENO,RH,01-30-2023,01-30-2023
0312fafd-af16-499d-a0af-7479fc392b63,Profissional de recursos humanos,PLENO,RH,01-30-2023,01-30-2023
609d0fd7-ab00-4f05-803c-190ad54c23fa,Auditor,PLENO,Marketing,01-30-2023,01-30-2023
b42fb339-da9e-47b2-85c9-e6f21699c092,Economista,PLENO,Vendas,01-30-2023,01-30-2023
05d76270-0723-4e63-99e2-8afe215a0414,Servente-de-obras,PLENO,Vendas,01-30-2023,01-30-2023
0d96dc97-aa2e-4f4a-957f-4a4062141e64,Operador de vídeo,PLENO,TI,01-30-2023,01-30-2023
2103710a-355d-4668-a3b4-8b93067975e6,Taxista,PLENO,RH,01-30-2023,01-30-2023
68bae1fb-44f7-46f9-8004-4f737473c018,Bombeiro,PLENO,Administrativo,01-30-2023,01-30-2023
68659859-6405-4a1e-9e88-798bd65772bf,Sacoleira,PLENO,Vendas,01-30-2023,01-30-2023
861d8012-2711-4008-845a-82cd32fc197e,Endocrinologista,PLENO,RH,01-30-2023,01-30-2023
4dbba3cf-d05b-4273-9c25-6642a06ff071,Defensor Público,PLENO,Vendas,01-30-2023,01-30-2023
434b064b-2090-4bfc-9462-c7428a092382,Gestor de qualidade,PLENO,Administrativo,01-30-2023,01-30-2023
19cf8501-f091-4d16-a7bd-642943ec34f8,Ourives,PLENO,RH,01-30-2023,01-30-2023
d0e98845-cf81-4422-a901-d85b3df8453a,Dublê,PLENO,Marketing,01-30-2023,01-30-2023
a07a4ed8-adea-4b9f-9fb0-a97243b34689,Camelô,PLENO,TI,01-30-2023,01-30-2023
09990f41-47e2-4259-a28e-f17fa60a5065,Faturista,PLENO,Vendas,01-30-2023,01-30-2023
ace28a7d-ae84-4b67-aa1c-92d0d02c27b1,Cobaia Médica,PLENO,Marketing,01-30-2023,01-30-2023
4e892cea-6128-4b7c-a7da-6b72c6b59ebc,Cartógrafo,PLENO,Administrativo,01-30-2023,01-30-2023
34e5413b-c245-4f25-afbc-fa7dd0d6fb4e,Instrutor,PLENO,RH,01-30-2023,01-30-2023
532fe99f-bd90-4783-b7ae-648c6edbf99f,Topógrafo,PLENO,Administrativo,01-30-2023,01-30-2023
d4354822-404d-4f32-af8b-ba912e3841f6,Diretor de cinema,PLENO,Administrativo,01-30-2023,01-30-2023
2a174977-f666-41ba-98f4-239d45fee60a,Técnico tributarista,PLENO,Administrativo,01-30-2023,01-30-2023
a921f003-ca26-458c-b3c5-46d51d547755,Radiologista,PLENO,Administrativo,01-30-2023,01-30-2023
a8d1ef7a-8050-4331-8bc2-3a22c09b0241,Policial civil,PLENO,Vendas,01-30-2023,01-30-2023
21b88cf6-0362-4ec8-8f47-38d7ac933f54,Dentista,PLENO,Administrativo,01-30-2023,01-30-2023
c9a46ba3-eeb8-44a2-b669-e8f866a85d36,Técnico em tratamento de água,PLENO,TI,01-30-2023,01-30-2023
83a05fae-4f54-4329-8123-1137f66c0cba,Artista plástico,PLENO,Vendas,01-30-2023,01-30-2023
094126d1-c1c3-4c22-b85b-eba754b5b2b7,Escoteiro,PLENO,Vendas,01-30-2023,01-30-2023
d8aa9d2e-dac6-4481-b6f1-c257755b1762,Corretor de imóveis,PLENO,TI,01-30-2023,01-30-2023
a865d534-e51c-40ab-a860-d03e9170f6a0,Engenheiro de produto ou produção,PLENO,Administrativo,01-30-2023,01-30-2023
bfeb360d-eefd-49d2-9237-262a1b228dd2,Jogador de vôlei,PLENO,RH,01-30-2023,01-30-2023
d5d229a3-6577-4c29-b458-b0b7baebed93,Feirante,PLENO,Administrativo,01-30-2023,01-30-2023
e646b112-b2ef-43a6-a1f0-a54db29009df,Tecnólogo em navegação fluvial,PLENO,RH,01-30-2023,01-30-2023
b2ee6391-83b2-4fc2-bef3-268f6dc25d3c,Cortador de cana-de-açucar,PLENO,Vendas,01-30-2023,01-30-2023
e78f64b3-0f80-4ab4-84dc-537b0058da0d,Cancerologista ou Oncologista,PLENO,TI,01-30-2023,01-30-2023
25b56b5b-0b9d-4049-8afb-4c310df606fd,Empacotador,PLENO,Administrativo,01-30-2023,01-30-2023
86e91685-263a-4054-a0a1-3b81056d9247,Governanta,PLENO,Vendas,01-30-2023,01-30-2023
c4512a45-5830-40e3-9939-1cd13bae5dcd,Armador,PLENO,TI,01-30-2023,01-30-2023
014cab4e-2bfd-455f-b409-9259785af0bf,Tecnólogo em irrigação e drenagem,PLENO,TI,01-30-2023,01-30-2023
977eaeae-d977-4754-9894-9b135b2eef0b,Babá,PLENO,TI,01-30-2023,01-30-2023
cd6b6a6a-308c-437b-8902-0c735e1befe8,Cortador de cana-de-açucar,PLENO,RH,01-30-2023,01-30-2023
7b59b5b4-a1f6-465b-9922-494fac1a8e74,Mensageiro,PLENO,Vendas,01-30-2023,01-30-2023
52ee660e-a7bd-4670-98d3-4e1699056c4b,Estivador,PLENO,Administrativo,01-30-2023,01-30-2023
32d44c75-77f2-4ce6-bda1-ae3fd8aa63b9,Produtor editorial,PLENO,Administrativo,01-30-2023,01-30-2023
6b102fc5-2193-472f-9fe1-a59acc59a5b1,Contador,PLENO,TI,01-30-2023,01-30-2023
60a3980e-c52c-4da4-b9ad-86c27669bb8a,Desembargador de justiça,PLENO,TI,01-30-2023,01-30-2023
6c4f6612-92d7-4b62-a67c-5e6c8fd281a1,Percursionista,PLENO,Marketing,01-30-2023,01-30-2023
679f2718-117c-4bbc-92ce-d20050bd6b0f,Ortesista,PLENO,RH,01-30-2023,01-30-2023
6909f517-17f5-4316-a4c8-3aaca3799685,Político,PLENO,TI,01-30-2023,01-30-2023
4c68b4d1-83c8-455a-a5a0-70c908c97fb4,Clínico geral,PLENO,TI,01-30-2023,01-30-2023
3640c03d-e9c5-434a-919c-40a00ee4d1a6,Escoteiro,PLENO,TI,01-30-2023,01-30-2023
98558905-a239-4797-8738-d4c3965c8a3a,Gandula,PLENO,TI,01-30-2023,01-30-2023
777fb246-aa55-4b53-a836-ee0e9c2a22eb,Neurocirurgião,PLENO,Marketing,01-30-2023,01-30-2023
